rate,avgbs
0.450247,68.44444444444444
1.158811,71.85714285714286
0.219824,75.73333333333333
2.53106,89.43478260869566
0.012755,38.07142857142857
3.782899,71.36904761904762
0.340506,77.84210526315789
0.60159,84.52941176470588
4.912825,71.21428571428571
0.078997,59.52173913043478
0.57188,67.46666666666667
0.666518,77.6198347107438
0.018552,39.40425531914894
2.248476,72.5
2.091316,79.56521739130434
0.954478,66.27272727272727
1.999323,80.4090909090909
0.306722,66.86363636363636
1.082798,71.31818181818181
0.089331,53.09090909090909
0.489513,59.95454545454545
0.103796,65.36363636363636
5.632291,74.81818181818181
3.90552,58.13636363636363
2.174507,78.27272727272727
1.075885,58.54545454545455
0.458939,64.31818181818181
0.728401,63.54545454545455
0.580983,53.95454545454545
0.744821,57.95454545454545
2.026806,59.90909090909091
3.431868,69.45454545454545
0.450016,60.81818181818182
3.22379,84.77272727272727
0.361332,60.40909090909091
3.436452,63.18181818181818
1.89218,62.31818181818182
0.709714,52.45454545454545
0.150564,50.18181818181818
0.12793,44.81818181818182
0.783334,59.5
1.235839,55.0
0.1844,59.09090909090909
7.726308,83.27272727272727
1.370249,64.77272727272727
4.136873,65.77272727272727
3.426784,74.81818181818181
1.635492,80.36363636363636
1.050034,71.0
10.96057,65.5
2.502907,65.77272727272727
0.555172,71.68181818181819
3.1578,70.13636363636364
1.366507,52.31818181818182
2.113095,69.54545454545455
0.671876,73.13636363636364
0.112822,51.36363636363637
6.703142,72.0
0.112272,59.18181818181818
0.797787,80.77272727272727
1.52216,73.81818181818181
1.402175,62.81818181818182
0.072161,71.86363636363636
0.68486,76.31818181818181
0.629609,71.5
0.892076,68.4090909090909
2.877944,79.77272727272727
0.177503,62.81818181818182
5.968187,60.36363636363637
1.108891,77.04545454545455
1.081762,67.0909090909091
0.923042,66.04545454545455
0.172104,53.13636363636363
1.639022,78.04545454545455
1.222291,64.04545454545455
0.349249,50.45454545454545
8.681782,75.95454545454545
2.085779,74.0909090909091
0.219176,78.72727272727273
3.529748,80.18181818181819
2.92863,71.72727272727273
3.893237,69.86363636363636
0.518985,65.5909090909091
2.702349,73.63636363636364
0.123375,52.0
0.722015,72.54545454545455
1.251306,67.22727272727273
1.560526,60.31818181818182
1.558571,67.63636363636364
1.081513,74.45454545454545
0.12401,51.81818181818182
1.480492,71.5
0.116501,49.5
0.343521,69.54545454545455
1.560386,66.18181818181819
1.270314,79.18181818181819
1.910682,68.27272727272727
0.10353,58.72727272727273
1.269719,56.95454545454545
3.757682,77.5909090909091
0.585488,70.63636363636364
6.464361,67.86363636363636
1.939865,72.45454545454545
1.273274,70.63636363636364
0.731131,75.9090909090909
2.116451,70.45454545454545
1.252526,67.18181818181819
0.259155,70.63636363636364
2.080216,65.36363636363636
8.383054,70.68181818181819
