seed,gtnum,sites,duprate,lossrate,transferrate,pop,indelible_rate,avg_bs,nb_leaves,avg_brlen,height,max_copy,mean_copy,rf_eccetera,rf_iqtree
3017,63,300,0.5,0.5,1.0,10,4.220324,71.05882352941177,20,0.02512214105263158,0.16574641,1,1.0,0.23529411764705882,0.23529411764705882
3017,64,300,0.5,0.5,1.0,10,0.402932,83.21428571428571,17,0.03534709125000001,0.41516763,2,1.1333333333333333,0.07142857142857142,0.07142857142857142
3017,65,300,0.5,0.5,1.0,10,0.211889,55.56521739130435,26,0.014423506200000002,0.15148357,2,1.04,0.391304347826087,0.4782608695652174
3017,66,300,0.5,0.5,1.0,10,9.100427,74.58441558441558,80,0.03455671012658228,0.64602274,5,3.2,0.19480519480519481,0.14285714285714285
3017,67,300,0.5,0.5,1.0,10,0.242031,-1,2,0.17289947,0.25680237,1,1.0,-1,-1
3017,68,300,0.5,0.5,1.0,10,1.06039,87.18181818181819,36,0.051869209285714285,0.64122676,3,1.44,0.09090909090909091,0.12121212121212122
3017,69,300,0.5,0.5,1.0,10,2.052651,74.0,15,0.01921619071428571,0.19549822,4,3.0,0.08333333333333333,0.25
3017,70,300,0.5,0.5,1.0,10,0.483964,75.53061224489795,52,0.02396389774509803,0.20334508999999998,4,2.6,0.24489795918367346,0.2857142857142857
3017,71,300,0.5,0.5,1.0,10,2.08695,81.0,5,0.024464992499999994,0.08106255,1,1.0,0.0,0.5
3017,72,300,0.5,0.5,1.0,10,3.433801,83.16,28,0.04216386907407409,0.47178549000000003,3,1.12,0.12,0.16
3017,73,300,0.5,0.5,1.0,10,0.993017,73.68181818181819,25,0.03412019999999998,0.39460888,1,1.0,0.13636363636363635,0.22727272727272727
3017,74,300,0.5,0.5,1.0,10,5.099867,68.95454545454545,25,0.021525830416666666,0.20446157,1,1.0,0.09090909090909091,0.36363636363636365
3017,75,300,0.5,0.5,1.0,10,1.851081,64.22727272727273,25,0.028437884375000014,0.51217423,1,1.0,0.2727272727272727,0.45454545454545453
3017,76,300,0.5,0.5,1.0,10,3.308455,61.72727272727273,25,0.08940036916666666,0.80097483,1,1.0,0.13636363636363635,0.36363636363636365
